gene,CARCASMEAN,GUTMEAN,SIG,PARA ,ORTHO,lethaltc,TRANS,HUMAN
gene666,0.00329765,0,0,0,137,0,0,0
gene668,0,0,0,3,174,0,0,0
gene670,0,0,0,0,9,0,0,0
gene671,0,0,0,0,7,0,0,0
gene675,0,0,0,0,232,0,0,0
gene678,0.062381,0.0184403,0,0,107,0,0,0
gene676,0.198577,0.103713,0,3,538,0,0,0
gene673,0.0141048,0.0370723,0,0,2,0,0,0
gene677,0.094558,0.00676209,0,0,8,0,0,0
gene681,0,0.0042547,0,0,8,0,0,0
gene680,0.0124043,0.0138104,0,0,3,0,0,0
gene679,0.0141014,0.0152725,0,2,557,0,0,0
gene684,0,0,0,0,7,0,0,0
gene682,0,0,0,6,122,0,0,0
gene683,0,0,0,1,11,0,0,0
gene687,0.828363,0.127132,1,4,98,0,0,0
gene686,0,0,0,1,18,0,0,0
gene685,0.00724462,0,0,0,4,0,0,0
gene690,0.664325,0.639057,0,224,9884,0,0,0
gene720,41.9272,21.5186,1,0,2,0,0,0
gene717,163.084,31.8473,1,0,5,0,0,0
gene721,30.6254,43.225,0,0,2,0,0,0
gene707,146.504,29.2642,1,0,2,0,0,0
gene692,0.909361,0.536246,0,1,65,0,0,0
gene730,0,0,0,72,1461,0,0,0
gene727,14.7813,9.23248,1,21,942,0,0,0
CUFF.72,14.5536,2.74574,1,0,36,0,0,0
gene729,0,0,0,0,29,0,0,0
gene691,0.459094,0.395223,0,5,99,0,0,0
gene701,51.6723,71.6658,0,0,9,0,0,0
gene704,0,0,0,1,8,0,0,0
gene709,22.7626,28.486,0,1,4,0,0,0
gene694,1.69284,1.13041,0,0,3,0,0,0
gene732,0.100941,0.208775,0,0,7,0,0,0
gene716,532.741,5.96383,1,224,9884,0,0,0
gene702,7.57351,10.8059,0,1,16,0,0,0
CUFF.66,2.7625,185.133,1,0,9,0,53,0
gene728,32.6639,28.4919,0,0,127,0,0,0
gene714,347.393,63.4421,1,1,159,0,0,0
gene706,123.168,25.7268,1,0,155,0,0,0
gene697,0.344603,75.5607,1,14,279,0,14,0
gene719,26.1999,26.1547,0,5,1030,0,0,0
gene705,15.4623,4.30113,1,0,165,0,0,0
gene722,90.8321,1263.41,1,0,146,0,18,0
gene713,156.096,24.9535,1,0,3,0,0,0
gene695,0,0,0,0,135,0,0,0
gene693,0.519721,6.47843,1,0,6,0,14,0
gene708,1.37604,1.13586,0,1,3,0,0,0
gene726,0.0637318,0.0623901,0,0,142,0,0,0
gene699,10.6339,17.7846,1,14,279,0,8,0
CUFF.76,25.4884,24.674,0,0,6,0,0,0
gene696,0.870756,91.2458,1,0,142,0,7,0
gene712,83.327,12.1977,1,0,146,0,0,0
gene700,6.49867,43.7388,1,14,279,0,10,0
gene723,4.82655,5.38559,0,0,6,0,0,0
gene718,24.8682,38.8387,1,1,391,0,2,0
CUFF.64,0.598533,0.117598,1,0,401,0,0,0
gene724,10.7089,9.17896,0,1,336,0,0,0
gene736,0.0273884,0.198438,0,0,134,0,0,0
gene738,0,0,0,0,238,0,0,0
gene733,0.155308,0.101958,0,0,162,0,0,0
gene740,0,0.00972252,0,1,391,0,0,0
CUFF.68,15.8462,2.71763,1,1,16,0,0,0
gene741,0,0.0366096,0,14,279,0,0,0
gene742,9.41645,357.587,1,0,6,0,48,0
gene745,0,0.0106015,0,1,210,0,0,0
gene743,0,0,0,0,150,0,0,0
gene748,0,0.0931065,0,0,170,0,0,0
gene746,0.0175184,0.00854621,0,14,279,0,0,0
gene747,0,0,0,1,312,0,0,0
gene750,0.254361,0.130613,0,4,453,0,0,0
CUFF.71,0.106443,0.124,0,3,483,0,0,0
gene751,0,0,0,0,141,0,0,0
gene755,20.9223,32.2088,1,0,5,0,3,0
gene753,235.089,277.363,0,1,323,0,0,0
gene754,225.325,275.387,0,0,6,0,0,0
gene756,1.03474,0.527578,0,1,23,0,0,0
gene759,0.181481,0.268857,0,2,184,0,0,0
gene775,3.82892,6.29913,1,5,171,0,19,0
gene766,1.12928,0.184218,0,0,90,0,0,0
gene784,21.6839,27.8771,0,35,729,0,0,0
gene762,51.431,4.22752,1,1,144,0,0,0
gene772,13.3363,11.2173,0,0,8,0,0,0
CUFF.78,11.1459,15.9747,0,115,1322,0,0,0
gene795,37.4438,51.6308,0,115,1322,0,0,0
CUFF.79,13.3443,21.3121,1,21,587,0,66,0
gene797,28.388,23.7771,0,5,529,0,0,0
gene761,29.7836,1.82766,1,0,2,0,0,0
gene785,10.9954,37.4847,1,5,184,0,30,0
gene797,28.388,23.7771,0,32,510,0,0,0
gene773,139.74,23.4635,0,0,145,0,0,0
gene787,16.7796,15.785,0,1,159,0,0,0
gene788,14.6459,7.54202,1,0,308,0,0,0
CUFF.77,37.9926,41.8705,0,0,20,0,0,0
gene782,14.2306,8.25892,1,0,3,0,0,0
gene771,47.6317,54.1391,0,0,156,0,0,0
gene791,48.8246,33.5084,0,0,141,0,0,0
gene780,30.3917,50.4588,1,0,43,0,3,0
gene770,24.787,32.2769,0,0,139,0,0,0
gene767,12.6703,15.9005,0,0,13,0,0,0
gene786,2.53288,14.1301,1,0,148,0,9,0
gene795,37.4438,51.6308,0,0,145,0,0,0
gene776,43.2457,37.1274,0,0,5,0,0,0
gene763,0.0460266,0,0,3,256,0,0,0
gene781,0.321474,0.145851,0,0,123,0,0,0
gene764,4.53857,0.455428,1,1,167,0,0,0
gene774,34.5062,230.719,1,0,177,0,49,0
gene783,7.24595,10.994,0,1,178,0,0,0
gene765,7.0576,9.20654,0,1,167,0,0,0
gene802,2.66048,3.85601,0,3,329,0,0,0
gene800,0,0,0,0,166,0,0,0
gene801,0,0,0,0,95,0,0,0
gene804,0.0157357,0,0,0,141,0,0,0
gene803,0.0516317,0.0369837,0,7,1692,0,0,0
gene808,1.51672,0.0450601,0,0,156,0,0,0
gene806,0,0,0,0,6,0,0,0
gene810,0,0,0,0,143,0,0,0
gene809,0,0.0161136,0,0,131,0,0,0
gene815,0.0459178,0,0,1,146,0,0,0
gene812,0,0,0,0,7,0,0,0
gene813,0.0140136,0,0,3,256,0,0,0
gene811,0.0191053,0,0,0,149,0,0,0
gene818,66.067,41.1225,1,0,67,0,0,0
gene817,0,0,0,0,72,0,0,0
gene819,98.691,126.577,0,1,268,0,0,0
gene822,3.7085,5.21021,0,0,177,0,0,0
gene831,0,0,0,0,153,0,0,0
gene829,0,0,0,0,9,0,0,0
gene825,0.463329,0.227009,0,0,17,0,0,0
gene828,0,0,0,1,26,0,0,0
gene834,479.434,0.201941,1,0,2,0,0,0
gene832,22.9971,22.2988,0,11,1085,0,0,0
gene835,0.253942,0.264943,0,21,587,0,0,0
gene833,0.0175428,0.0147665,0,0,2,0,0,0
gene839,0,0,0,0,2,0,0,0
gene840,0,0,0,19,1770,0,0,0
gene841,0,0,0,2,102,0,0,0
gene836,0,0,0,0,7,0,0,0
gene852,47.7049,47.4159,0,18,2050,0,0,0
gene846,35.7217,14.8737,1,0,8,0,0,0
CUFF.83,11.9383,9.27755,0,5,473,0,0,0
gene848,9.62841,4.61384,1,0,144,0,0,0
gene854,1118.93,1345.07,0,0,4,0,0,0
gene853,5.6364,12.4393,0,0,98,0,0,0
gene842,0.0759349,0.167895,0,2,161,0,0,0
gene844,0.252127,0.0749193,0,224,9884,0,0,0
gene843,23.8174,16.2594,1,224,9884,0,0,0
CUFF.80,3.95738,58.8464,1,5,171,0,73,0
gene849,0.023881,0.0274821,0,224,9884,0,0,0
gene845,0,0,0,1,7,0,0,0
gene855,114.89,88.1244,0,1,285,0,0,0
gene851,32.9691,6.5999,1,18,295,0,0,0
CUFF.87,1.88275,40.4117,1,6,15,0,121,0
gene859,1.35146,2.47295,0,0,3,0,0,0
gene867,0.0116231,0.0522915,0,0,131,0,0,0
gene869,0.147281,0.276995,0,1,62,0,0,0
gene866,0,0.0118779,0,9,177,0,0,0
gene865,0,0,0,2,580,0,0,0
gene863,0,0,0,0,272,0,0,0
gene864,0.0154599,0,0,0,72,0,0,0
gene868,0.00527604,0.0301682,0,0,82,0,0,0
gene871,0.00854274,0,0,0,132,0,0,0
gene872,0,0,0,0,157,0,0,0
gene870,0,0,0,0,127,0,0,0
gene875,0.508415,0.301247,0,0,100,0,0,0
gene878,0,0.00927951,0,7,266,0,0,0
gene876,0.0276456,0,0,0,5,0,0,0
gene881,0,0,0,0,6,0,0,0
gene882,0.0186794,0.0037931,0,2,411,0,0,0
gene884,0,0,0,5,494,0,0,0
gene883,0,0,0,21,587,0,0,0
gene886,0.00834278,0,0,0,169,0,0,0
gene887,0,0,0,0,119,0,0,0
gene888,0.0135759,0.00616228,0,1,256,0,0,0
gene893,0,0,0,0,9,0,0,0
gene889,3.59154,4.28829,0,8,524,0,0,0
gene891,0.0381962,0,0,8,25,0,0,0
gene890,0.138899,0.0142971,0,115,1322,0,0,0
gene892,0,0.0194815,0,0,2,0,0,0
gene894,0,0,0,32,1089,0,0,0
gene895,0.0401526,0.0379688,0,0,2,0,0,0
gene898,2.16116,3.46879,0,6,221,0,0,0
gene924,139.373,16.1236,1,35,729,0,0,0
CUFF.89,16.4006,5.31375,1,35,729,0,0,0
gene918,124.078,37.1855,0,0,18,0,0,0
gene926,19.0883,27.9681,0,1,3,0,0,0
gene909,20.7683,3.58155,1,3,9,0,0,0
gene919,261.932,270.89,0,3,9,0,0,0
gene912,2.39311,2.6758,0,5,7,0,0,0
gene914,3.78929,4.15684,0,131,1043,0,0,0
gene930,17.9444,7.16121,1,13,556,0,0,0
gene908,2.70882,3.30307,0,35,729,0,0,0
gene906,20.7303,27.6436,0,3,13,0,0,0
gene922,63.3987,80.3508,0,0,2,0,0,0
gene902,23.8521,36.5894,0,0,143,0,0,0
gene913,45.5484,7.79594,1,19,1770,0,0,0
gene915,2.85031,1.8707,0,2,7,0,0,0
gene920,41.6147,35.0813,0,2,270,0,0,0
gene907,38.071,64.0046,0,0,8,0,0,0
gene916,0.0651836,0.753959,1,20,413,0,4,0
gene899,39.2887,21.1808,1,1,6,0,0,0
gene911,258.561,338.121,0,46,1304,0,0,0
gene917,0.293804,0.431971,0,3,15,0,0,0
gene923,15.0281,21.1564,0,0,7,0,0,0
CUFF.82,21.1856,27.6037,0,3,486,0,0,0
gene929,0,0,0,0,91,0,0,0
gene910,16.884,14.0539,0,0,140,0,0,0
gene931,0,0,0,0,5,0,0,0
gene900,3.06332,0.960653,0,2,476,0,0,0
CUFF.85,66.0817,36.8095,1,0,6,0,0,0
gene928,0.0371706,0.0119514,0,0,8,0,0,0
gene935,0,0,0,5,506,0,0,0
gene937,0.0110257,0,0,0,278,0,0,0
gene938,0,0,0,0,151,0,0,0
gene936,0.0167291,0.0171927,0,0,197,0,0,0
gene933,0.0317786,0.0242015,0,1,302,0,0,0
gene934,0.0104889,0,0,0,191,0,0,0
gene939,126.375,164.559,0,0,5,0,0,0
gene940,0,0,0,1,317,0,0,0
gene942,29.5461,29.8154,0,0,153,0,0,0
gene943,25.0697,2.25655,1,131,1043,0,0,0
gene941,1.73126,39.8145,1,7,813,0,7,0
gene950,89.1557,94.2811,0,1,150,0,0,0
gene947,13.1885,22.6481,1,0,5,0,7,0
gene948,19.8212,35.6056,1,0,121,0,12,0
gene946,1.72077,2.33659,0,0,153,0,0,0
CUFF.84,56.9096,50.1463,0,30,2344,0,0,0
gene953,0.00165013,0.00348947,0,0,160,0,0,0
gene951,0.37079,0.186698,0,0,2,0,0,0
gene952,0.0728327,0.135004,0,16,2857,0,0,0
gene954,0.0230796,0.0156765,0,0,162,0,0,0
gene956,0.615351,0.288003,0,0,3,0,0,0
gene955,0,0,0,1,28,0,0,0
gene963,0,0,0,115,1322,0,0,0
gene961,0,0,0,72,1461,0,0,0
gene962,0.0131501,0.0111958,0,21,595,0,0,0
gene960,0,0,0,46,1304,0,0,0
gene958,0.013097,0,0,9,994,0,0,0
gene957,0,0,0,0,172,0,0,0
gene964,0,0,0,1,12,0,0,0
gene965,0,0,0,0,146,0,0,0
gene1029,3.93809,0.35712,1,0,158,0,0,0
gene984,15.9722,11.2845,0,13,552,0,0,0
gene1027,0,0,0,1,104,0,0,0
gene1011,0.282074,5.18513,1,0,151,0,10,0
gene974,10.8166,13.8943,0,1,161,0,0,0
gene990,54.3092,113.04,1,1,12,0,43,0
gene973,84.2808,87.4367,0,0,103,0,0,0
gene1023,6.02874,0.905102,1,224,9884,0,0,0
gene979,5.50213,1.09298,1,224,9884,0,0,0
gene993,1.25354,0.645683,0,27,1541,0,0,0
gene994,0,0,0,11,404,0,0,0
gene989,141.28,250.272,1,3,568,0,5,0
gene1015,45.0121,47.2527,0,224,9884,0,0,0
gene1028,178.662,17.7469,1,72,1461,0,0,0
gene1020,169,149.477,0,131,1043,0,0,0
gene1016,41.8187,42.1448,0,72,1461,0,0,0
gene987,0,0.0105293,0,37,689,0,0,0
gene985,1.17147,1.04342,0,4,305,0,0,0
gene1005,40.3915,1286.54,1,0,27,0,11,0
gene986,0.0425693,0.00484667,0,0,5,0,0,0
gene969,194.551,20.2684,1,11,36,0,0,0
gene1009,15.6052,12.7911,0,0,3,0,0,0
gene998,2.08957,2.00684,0,0,162,0,0,0
CUFF.90,11.8375,6.93583,1,22,214,0,0,0
gene1017,375.322,278.884,0,12,1032,0,0,0
gene1006,95.0837,1891.61,1,0,144,0,11,0
gene966,17.4029,29.0462,1,7,598,0,26,0
gene1026,0,0.00700498,0,4,530,0,0,0
gene976,30.3165,36.8816,0,0,199,0,0,0
gene995,0.163232,0.121793,0,0,162,0,0,0
gene980,32.3802,17.7867,1,0,166,0,0,0
CUFF.86,9.55607,4.49677,1,0,2,0,0,0
gene977,12.4525,14.7257,0,0,169,0,0,0
gene967,7.51458,4.92648,0,1,12,0,0,0
CUFF.116,49.5464,21.0654,1,0,5,0,0,0
gene988,0.00826489,0.0139191,0,0,6,0,0,0
gene967,7.51458,4.92648,0,1,12,0,0,0
gene1004,2.33144,203.462,1,2,348,0,24,0
gene992,2.50427,28.5317,1,2,348,0,5,0
CUFF.91,11.9693,18.132,0,12,1032,0,0,0
gene1001,3.00939,177.731,1,2,348,0,12,0
gene971,9.33099,7.55944,0,0,144,0,0,0
gene999,4.52632,467.519,1,0,6,0,24,0
gene996,47.5541,53.0029,0,0,16,0,0,0
gene1008,2.5747,99.4181,1,0,3,0,12,0
CUFF.93,0.428451,0.178445,0,0,154,0,0,0
gene1025,0,0.0069674,0,12,1032,0,0,0
gene1022,16.2513,15.4298,0,1,198,0,0,0
gene1012,7.51699,65.367,1,1,7,0,11,0
gene1024,0.0305055,0,0,0,144,0,0,0
gene983,6.91876,1.18701,1,131,1043,0,0,0
gene1013,12.2213,2.45617,0,0,133,0,0,0
gene978,25.9587,29.7501,0,1,301,0,0,0
gene991,23.2177,3.7716,1,1,626,0,0,0
gene1043,6.99546,2.43887,1,1,6,0,0,0
gene1039,0.136351,0.00845683,0,0,189,0,0,0
gene1049,18.5865,24.8054,0,0,117,0,0,0
gene1042,30.2107,1.76053,1,1,6,0,0,0
gene1050,0.0165411,0.0505587,0,1,171,0,0,0
gene1045,66.9958,91.7633,0,5,1303,0,0,0
gene1036,0.105674,0.128978,0,0,318,0,0,0
gene1044,62.6832,22.3198,1,12,1032,0,0,0
gene1032,9.49342,12.8448,0,5,1303,0,0,0
gene1048,9.67618,10.0616,0,12,1032,0,0,0
gene1040,6.35286,4.90196,0,0,94,0,0,0
gene1031,0.00643346,0.00815959,0,12,1032,0,0,0
CUFF.106,20.2847,16.7753,0,3,70,0,0,0
gene1038,0.0526301,0.0894645,0,1,7,0,0,0
gene1047,14.2626,14.6247,0,0,167,0,0,0
gene1054,0,0,0,12,1032,0,0,0
gene1056,0.0251054,0.00799347,0,0,6,0,0,0
gene1058,0.0127965,0.0250052,0,0,298,0,0,0
gene1057,0,0,0,12,1032,0,0,0
gene1063,0,0,0,0,115,0,0,0
gene1069,0,0,0,5,1303,0,0,0
gene1067,0.0101806,0,0,2,557,0,0,0
gene1068,0.0163798,0.0984621,0,7,378,0,0,0
gene1062,0,0,0,0,171,0,0,0
gene1065,0,0,0,0,6,0,0,0
gene1064,0,0,0,0,141,0,0,0
gene1066,0,0,0,1,587,0,0,0
gene1061,0,0,0,8,25,0,0,0
gene1072,0.612185,0.744092,0,1,302,0,0,0
gene1078,0.0215445,0.0140577,0,0,176,0,0,0
gene1074,3.15303,5.36795,0,1,156,0,0,0
gene1081,0,0,0,1,294,0,0,0
gene1086,0.0162535,0.016203,0,2,17,0,0,0
gene1085,0.0256322,0,0,0,183,0,0,0
gene1084,0,0,0,7,378,0,0,0
gene1083,0,0,0,0,6,0,0,0
gene1087,0.0128616,0.06436,0,18,2050,0,0,0
CUFF.95,2.8011,2.91783,0,45,852,0,0,0
gene1090,0.0512135,0.0508293,0,0,2,0,0,0
gene1091,0.141715,0.0907719,0,131,1043,0,0,0
gene1092,0,0,0,32,1089,0,0,0
gene1105,0.0205538,0,0,32,1089,0,0,0
gene1096,0,0,0,0,2,0,0,0
gene1097,0,0,0,2,4,0,0,0
gene1093,0.114132,0.0536057,0,6,221,0,0,0
gene1098,2.99558,1.47386,1,1,3,0,0,0
gene1104,0,0,0,2,13,0,0,0
gene1102,6.59355,5.38951,0,1,62,0,0,0
gene1106,0.0331982,0.0477714,0,35,729,0,0,0
gene1095,0,0,0,7,359,0,0,0
CUFF.98,34.6836,29.5166,0,0,37,0,0,0
gene1110,0,0.0135345,0,45,1029,0,0,0
gene1108,0.00742727,0,0,224,9884,0,0,0
gene1111,0,0,0,3,146,0,0,0
gene1100,0,0,0,224,9884,0,0,0
gene1112,0,0,0,224,9884,0,0,0
gene1118,120.988,76.1732,1,72,1461,0,0,0
CUFF.99,10.1473,7.78434,0,1,3,0,0,0
gene1123,0.00522102,0.0125633,0,1,138,0,0,0
gene1120,0,0.00855577,0,115,1322,0,0,0
gene1124,0.053956,0.0751032,0,32,510,0,0,0
gene1119,0.405186,0.303724,0,0,2,0,0,0
gene1125,9.65419,4.90778,1,1,14,0,0,0
gene1126,0,0,0,35,729,0,0,0
gene1131,0,0,0,0,2,0,0,0
gene1130,0,0,0,72,1461,0,0,0
gene1129,0,0,0,2,12,0,0,0
gene1127,0,0,0,115,1322,0,0,0
gene1133,0.64938,0.0938465,0,19,591,0,0,0
gene1135,0.346625,0.466869,0,1,81,0,0,0
gene1138,0,0,0,0,6,0,0,0
gene1139,0.0174141,0,0,224,9884,0,0,0
gene1140,0,0,0,0,6,0,0,0
CUFF.102,10.8007,12.0965,0,1,90,0,0,0
gene1161,97.125,121.097,0,2,5,0,0,0
gene1154,22.4936,20.8888,0,1,295,0,0,0
gene1155,11.9089,11.448,0,3,70,0,0,0
gene1170,49.2545,8.68568,1,224,9884,0,0,0
gene1169,0.247092,0.0169021,0,5,450,0,0,0
gene1168,749.66,13.1926,1,1,151,0,0,0
gene1175,31.7346,46.54,1,0,14,0,6,1
gene1149,44.1443,2143.52,1,0,6,0,4,0
gene1164,37.9906,64.8872,1,0,7,0,12,0
gene1163,50.2671,55.6841,0,1,432,0,0,0
CUFF.105,101.106,7.0061,1,0,126,0,0,0
gene1157,2.0001,0.241313,1,46,1304,0,0,0
gene1173,13.3262,20.1951,1,20,907,0,9,0
gene1172,1.54583,5.67047,1,5,99,0,10,0
gene1171,97.4672,4.76283,1,1,3,0,0,0
gene1150,45.8191,6.58129,1,5,1100,0,0,0
gene1166,7.83916,1.59055,1,45,852,0,0,0
gene1159,17.7576,12.3028,0,1,31,0,0,0
gene1162,7.77568,11.0155,0,0,7,0,0,0
gene1167,30.892,7.02734,1,131,1043,0,0,0
gene1148,103.434,38.1005,1,0,3,0,0,0
gene1174,6.89935,19.9393,1,2,11,0,21,0
gene1145,0.0324323,0.0892562,0,2,161,0,0,0
CUFF.104,19.7562,18.3815,0,4,685,0,0,0
CUFF.100,11.232,15.7945,0,1,220,0,0,0
gene1144,11.4143,12.65,0,45,1029,0,0,0
CUFF.103,38.78,18.1765,1,0,161,0,0,0
gene1160,35.8282,22.1828,1,1,327,0,0,0
gene1158,122.153,9.0476,1,0,156,0,0,0
gene1177,0.0157287,0,0,2,483,0,0,0
gene1176,0,0.021793,0,4,1108,0,0,0
gene1180,0,0,0,0,2,0,0,0
gene1179,0.0213798,0.0144862,0,4,1108,0,0,0
gene1178,0,0,0,1,153,0,0,0
gene1181,0,0,0,0,3,0,0,0
CUFF.138,84.8579,70.0088,0,0,153,0,0,0
gene1182,25.9691,33.4909,0,0,157,0,0,0
gene1185,0.430025,0.247732,0,0,158,0,0,0
gene1186,6.85845,0.729134,1,0,5,0,0,0
gene1184,0.17171,0.230622,0,0,150,0,0,0
gene1187,0.887102,0.501218,0,12,355,0,0,0
gene1188,0.952663,0.819897,0,0,7,0,0,0
gene1192,0,0,0,1,284,0,0,0
gene1193,0,0,0,0,89,0,0,0
gene1197,0,0,0,1,342,0,0,0
gene1196,0,0,0,0,8,0,0,0
gene1194,0,0,0,0,6,0,0,0
gene1202,0,0,0,1,164,0,0,0
gene1201,0,0,0,12,355,0,0,0
gene1199,0,0,0,2,457,0,0,0
gene1203,0,0,0,0,6,0,0,0
gene1200,0,0,0,0,6,0,0,0
gene1204,109.901,122.196,0,0,5,0,0,0
gene1205,0.444595,0.0291872,1,0,127,0,0,0
gene1232,2250.87,2710.25,0,0,161,0,0,0
CUFF.108,11.9623,16.7824,0,0,102,0,0,0
CUFF.119,5.60684,1.39018,1,115,1322,0,0,0
gene1231,0.0736244,0.0509371,0,0,3,0,0,0
gene1206,8.03059,2.12051,1,32,510,0,0,0
CUFF.114,10.462,0,0,37,689,0,0,0
gene1207,0,0.0173339,0,11,623,0,0,0
gene1211,10.6187,12.7341,0,115,1322,0,0,0
gene1216,13.2012,11.1194,0,0,101,0,0,0
gene1212,42.5399,73.0599,1,1,307,0,13,0
gene1217,11.7992,22.9328,1,1,14,0,13,0
gene1230,14.081,146.379,1,1,515,0,27,0
gene1218,8.5754,18.1289,1,22,824,0,3,0
gene1222,54.9683,0,0,1,3,0,0,0
gene1210,14.0325,628.297,1,45,1029,0,7,0
gene1215,99.766,38.7907,1,2,12,0,0,0
gene1227,6.97882,4.53958,0,224,9884,0,0,0
gene1220,4.30903,8.48403,1,224,9884,0,5,0
gene1213,0.344236,0.263825,0,224,9884,0,0,0
gene1228,33.0439,1.81134,1,19,1770,0,0,0
gene1225,68.8196,0,0,2,12,0,0,0
gene1239,0.144397,0.0281044,0,224,9884,0,0,0
gene1240,1.76554,0.170419,1,131,1043,0,0,0
gene1243,0,0,0,224,9884,0,0,0
gene1244,0,0.0210568,0,1,649,0,0,0
gene1246,0,0,0,0,97,0,0,0
gene1245,0,0,0,0,4,0,0,0
gene1242,0,0.0125736,0,0,151,0,0,0
gene1241,0.0160533,0.0242367,0,1,311,0,0,0
gene1248,0,0,0,0,165,0,0,0
gene1251,0.016601,0,0,0,2,0,0,0
gene1249,0,0,0,0,169,0,0,0
gene1252,0.0805978,0.0825023,0,3,268,0,0,0
gene1250,0.0277554,0,0,6,1035,0,0,0
gene1247,0,0,0,0,4,0,0,0
gene1255,0.0125143,0.0040589,0,0,164,0,0,0
gene1260,1.14298,1.05133,0,0,169,0,0,0
gene1258,0,0,0,0,149,0,0,0
gene1256,0.00676976,0.00652261,0,0,69,0,0,0
gene1261,10.0694,10.3705,0,4,403,0,0,0
gene1259,0.00936452,0,0,0,8,0,0,0
gene1263,0,0.00555948,0,7,598,0,0,0
gene1265,0,0,0,6,1035,0,0,0
gene1266,0,0,0,7,598,0,0,0
gene1270,0,0,0,0,98,0,0,0
gene1268,0,0.00338289,0,4,403,0,0,0
gene1267,0.00342615,0.0031476,0,0,82,0,0,0
gene1269,0.0304131,0,0,6,1035,0,0,0
gene1293,13.6186,14.2717,0,21,587,0,0,0
gene1291,0.513515,0.141811,0,4,403,0,0,0
CUFF.110,10.8571,0.517244,1,6,1035,0,0,0
CUFF.111,23.5665,35.8226,1,21,743,0,52,0
gene1283,0.0507456,0.0289613,0,0,2,0,0,0
gene1281,97.4354,53.783,0,32,489,0,0,0
gene1273,0.901544,0.728648,0,32,489,0,0,0
gene1288,7.92586,0.183969,1,35,729,0,0,0
gene1275,183.47,186.488,0,7,359,0,0,0
gene1298,0.00344446,0.00331335,0,32,1089,0,0,0
gene1286,15.7688,20.3884,0,37,689,0,0,0
gene1280,71.2273,90.8071,0,224,9884,0,0,0
gene1295,203.706,254.554,0,115,1322,0,0,0
gene1279,17.0242,18.3217,0,0,2,0,0,0
gene1282,18.6856,20.0873,0,0,2,0,0,0
gene1277,5.17553,1.38231,1,13,552,0,0,0
gene1271,5.64102,0.435412,1,0,2,0,0,0
gene1289,67.8341,0.414832,1,2,15,0,0,0
gene1272,0.092496,0.123488,0,13,556,0,0,0
CUFF.109,64.2092,44.29,0,8,401,0,0,0
gene1299,0,0,0,11,1085,0,0,0
gene1278,3.99962,0.944117,1,35,729,0,0,0
gene1300,0.0573383,0.04644,0,37,689,0,0,0
CUFF.139,27.4483,12.4979,1,0,2,0,0,0
gene1292,9.22408,2.70902,1,0,8,0,0,0
gene1294,47.2595,39.0879,0,37,689,0,0,0
gene1274,2431.06,2596.72,0,131,1043,0,0,0
gene1302,5.97052,5.4179,0,224,9884,0,0,0
gene1303,32.38,34.2312,0,224,9884,0,0,0
gene1301,16,17.7155,0,45,1029,0,0,0
gene1304,0.0339668,0.0562984,0,0,173,0,0,0
gene1307,0.0531276,0.0900201,0,0,6,0,0,0
gene1306,0.0194962,0.00660368,0,0,7,0,0,0
gene1308,0.00443633,0.00407266,0,0,123,0,0,0
gene1305,0,0,0,0,6,0,0,0
gene1310,0.238967,1.24833,1,0,140,0,2,0
gene1315,0,0,0,0,5,0,0,0
gene1317,0.0217992,0.0610449,0,0,9,0,0,0
gene1318,0,0,0,4,317,0,0,0
gene1321,0.0215733,0,0,0,2,0,0,0
gene1319,0.0303529,0.0530098,0,0,57,0,0,0
gene1322,0.00547227,0.0143488,0,0,153,0,0,0
gene1323,0,0,0,0,165,0,0,0
gene1327,0,0,0,0,144,0,0,0
gene1340,31.2647,50.0754,0,2,161,0,0,0
gene1346,26.4635,16.655,1,0,80,0,0,0
gene1362,31.5284,15.2601,1,0,6,0,0,0
gene1334,91.2347,246.356,1,0,16,0,9,0
gene1351,31.3344,7.12336,1,0,35,0,0,0
gene1367,834.087,30.4998,1,0,139,0,0,0
gene1358,3.08152,4.54535,0,2,8,0,0,0
gene1359,36.7152,59.4594,1,2,200,0,11,0
gene1335,0.282596,0.0228235,0,2,8,0,0,0
gene1363,51.0311,39.1746,0,0,167,0,0,0
CUFF.120,177.697,107.093,1,13,1364,0,0,0
gene1353,51.8701,30.6386,1,0,10,0,0,0
gene1347,0.716915,0.662059,0,0,152,0,0,0
gene1341,4.58258,2.30589,0,1,324,0,0,0
gene1336,6.70558,0.588251,1,0,150,0,0,0
gene1361,28.6235,16.2506,1,0,124,0,0,0
gene1342,10.6772,4.58248,0,1,145,0,0,0
gene1364,26.7469,51.992,1,0,2,0,6,0
gene1345,13.0829,17.4383,0,2,79,0,0,0
gene1333,19.4459,24.6895,0,27,1541,0,0,0
gene1356,6.45755,7.70663,0,2,40,0,0,0
gene1354,37.743,25.3742,1,0,6,0,0,0
gene1357,3.65288,5.44196,0,0,5,0,0,0
gene1349,1.1838,0.174032,1,21,595,0,0,0
gene1366,0.234731,0.0576183,0,1,33,0,0,0
gene1365,0.263683,0.275956,0,115,1322,0,0,0
gene1344,0.0126085,0.0447752,0,72,1461,0,0,0
gene1360,0,0,0,0,25,0,0,0
gene1332,0.0488434,0.0357743,0,21,595,0,0,0
gene1350,160.79,23.8122,1,131,1043,0,0,0
gene1338,4.6759,0.881731,1,3,51,0,0,0
gene1343,75.3065,99.6199,0,0,106,0,0,0
